date,price
2018년08월21일,1619.46
2018년08월22일,1619.51
2018년08월23일,1619.69
2018년08월24일,1619.75
2018년08월25일,1619.82
2018년08월26일,1619.91
2018년08월27일,1620.05
2018년08월28일,1620.35
2018년08월29일,1620.52
2018년08월30일,1620.72
2018년08월31일,1620.87
2018년09월01일,1621.68
2018년09월02일,1621.97
2018년09월03일,1622.48
2018년09월04일,1623.19
2018년09월05일,1624.11
2018년09월06일,1625.25
2018년09월07일,1626.47
2018년09월08일,1627.25
2018년09월09일,1627.74
2018년09월10일,1628.48
2018년09월11일,1630.11
2018년09월12일,1631.50
2018년09월13일,1633.36
2018년09월14일,1635.32
2018년09월15일,1637.02
2018년09월16일,1637.90
2018년09월17일,1639.20
2018년09월18일,1640.92
2018년09월19일,1642.42
2018년09월20일,1644.00
2018년09월21일,1645.70
2018년09월22일,1647.81
2018년09월23일,1649.04
2018년09월24일,1649.62
2018년09월25일,1650.20
2018년09월26일,1650.45
2018년09월27일,1651.41
2018년09월28일,1652.82
2018년09월29일,1654.25
2018년09월30일,1655.00
2018년10월01일,1657.10
2018년10월02일,1659.87
2018년10월03일,1661.85
2018년10월04일,1663.86
2018년10월05일,1666.77
2018년10월06일,1669.15
2018년10월07일,1670.38
2018년10월08일,1672.36
2018년10월09일,1675.17
2018년10월10일,1677.03
2018년10월11일,1679.67
2018년10월12일,1681.55
2018년10월13일,1683.13
2018년10월14일,1684.00
2018년10월15일,1685.11
2018년10월16일,1686.39
2018년10월17일,1687.47
2018년10월18일,1688.25
2018년10월19일,1688.74
2018년10월20일,1689.15
2018년10월21일,1689.48
2018년10월22일,1689.76
2018년10월23일,1689.71
2018년10월24일,1689.73
2018년10월25일,1689.78
2018년10월26일,1689.64
2018년10월27일,1689.69
2018년10월28일,1689.84
2018년10월29일,1689.86
2018년10월30일,1690.11
2018년10월31일,1690.14
2018년11월01일,1690.24
2018년11월02일,1690.21
2018년11월03일,1690.19
2018년11월04일,1690.31
2018년11월05일,1690.30
2018년11월06일,1665.50
2018년11월07일,1640.70
2018년11월08일,1615.00
2018년11월09일,1598.67
2018년11월10일,1589.25
2018년11월11일,1585.66
2018년11월12일,1580.32
2018년11월13일,1574.73
2018년11월14일,1569.96
2018년11월15일,1565.07
2018년11월16일,1560.28
2018년11월17일,1556.81
2018년11월18일,1555.15
2018년11월19일,1551.91
2018년11월20일,1547.21
2018년11월21일,1541.69
2018년11월22일,1536.76
2018년11월23일,1531.65
2018년11월24일,1527.85
2018년11월25일,1526.19
2018년11월26일,1522.79
2018년11월27일,1516.55
2018년11월28일,1510.85
2018년11월29일,1505.23
2018년11월30일,1500.24
2018년12월01일,1493.32
2018년12월02일,1490.73
2018년12월03일,1486.92
2018년12월04일,1481.24
2018년12월05일,1475.39
2018년12월06일,1470.45
2018년12월07일,1465.39
2018년12월08일,1461.30
2018년12월09일,1459.79
2018년12월10일,1456.49
2018년12월11일,1451.67
2018년12월12일,1447.47
2018년12월13일,1443.21
2018년12월14일,1439.29
2018년12월15일,1435.85
2018년12월16일,1434.31
2018년12월17일,1431.21
2018년12월18일,1426.88
2018년12월19일,1422.55
2018년12월20일,1417.46
2018년12월21일,1412.04
2018년12월22일,1407.88
2018년12월23일,1405.51
2018년12월24일,1401.56
2018년12월25일,1397.44
2018년12월26일,1393.36
2018년12월27일,1389.05
2018년12월28일,1385.90
2018년12월29일,1383.03
2018년12월30일,1381.66
2018년12월31일,1379.77
2019년01월01일,1375.08
2019년01월02일,1371.58
2019년01월03일,1367.67
2019년01월04일,1363.93
2019년01월05일,1361.02
2019년01월06일,1359.60
2019년01월07일,1357.21
2019년01월08일,1354.46
2019년01월09일,1352.61
2019년01월10일,1351.20
2019년01월11일,1350.06
2019년01월12일,1349.44
2019년01월13일,1349.16
2019년01월14일,1348.54
2019년01월15일,1347.96
2019년01월16일,1347.39
2019년01월17일,1346.77
2019년01월18일,1346.19
2019년01월19일,1345.82
2019년01월20일,1345.60
2019년01월21일,1345.57
2019년01월22일,1345.59
2019년01월23일,1345.48
2019년01월24일,1345.35
2019년01월25일,1345.27
2019년01월26일,1344.93
2019년01월27일,1344.94
2019년01월28일,1344.93
2019년01월29일,1344.76
2019년01월30일,1344.49
2019년01월31일,1344.35
2019년02월01일,1344.15
2019년02월02일,1344.21
2019년02월03일,1344.16
2019년02월04일,1344.12
2019년02월05일,1344.13
2019년02월06일,1343.85
2019년02월07일,1343.80
2019년02월08일,1343.48
2019년02월09일,1343.19
2019년02월10일,1343.13
2019년02월11일,1342.93
2019년02월12일,1342.66
2019년02월13일,1342.50
2019년02월14일,1342.34
2019년02월15일,1342.24
2019년02월16일,1342.55
2019년02월17일,1342.62
2019년02월18일,1342.75
2019년02월19일,1342.87
2019년02월20일,1342.97
2019년02월21일,1343.19
2019년02월22일,1343.70
2019년02월23일,1344.30
2019년02월24일,1344.64
2019년02월25일,1345.21
2019년02월26일,1345.97
2019년02월27일,1346.57
2019년02월28일,1347.17
2019년03월01일,1348.52
2019년03월02일,1349.01
2019년03월03일,1349.18
2019년03월04일,1349.54
2019년03월05일,1350.21
2019년03월06일,1350.83
2019년03월07일,1351.77
2019년03월08일,1353.58
2019년03월09일,1354.89
2019년03월10일,1355.69
2019년03월11일,1356.86
2019년03월12일,1358.93
2019년03월13일,1361.38
2019년03월14일,1363.69
2019년03월15일,1366.83
2019년03월16일,1369.55
2019년03월17일,1370.93
2019년03월18일,1372.96
2019년03월19일,1375.77
2019년03월20일,1378.03
2019년03월21일,1379.83
2019년03월22일,1381.85
2019년03월23일,1383.83
2019년03월24일,1384.72
2019년03월25일,1386.32
2019년03월26일,1388.31
2019년03월27일,1389.97
2019년03월28일,1391.43
2019년03월29일,1392.77
2019년03월30일,1393.96
2019년03월31일,1394.19
2019년04월01일,1396.21
2019년04월02일,1398.26
2019년04월03일,1399.91
2019년04월04일,1401.33
2019년04월05일,1402.73
2019년04월06일,1404.24
2019년04월07일,1405.01
2019년04월08일,1406.37
2019년04월09일,1408.14
2019년04월10일,1409.99
2019년04월11일,1411.96
2019년04월12일,1414.21
2019년04월13일,1416.70
2019년04월14일,1417.96
2019년04월15일,1420.05
2019년04월16일,1423.20
2019년04월17일,1425.97
2019년04월18일,1428.32
2019년04월19일,1431.07
2019년04월20일,1433.69
2019년04월21일,1435.18
2019년04월22일,1437.68
2019년04월23일,1440.95
2019년04월24일,1444.26
2019년04월25일,1447.00
2019년04월26일,1449.65
2019년04월27일,1452.30
2019년04월28일,1453.81
2019년04월29일,1456.22
2019년04월30일,1459.40
2019년05월01일,1463.79
2019년05월02일,1466.64
2019년05월03일,1469.80
2019년05월04일,1472.95
2019년05월05일,1475.12
2019년05월06일,1477.24
2019년05월07일,1500.12
2019년05월08일,1511.97
2019년05월09일,1517.31
2019년05월10일,1520.01
2019년05월11일,1522.23
2019년05월12일,1523.16
2019년05월13일,1524.45
2019년05월14일,1525.75
2019년05월15일,1526.59
2019년05월16일,1527.60
2019년05월17일,1528.69
2019년05월18일,1529.81
2019년05월19일,1530.36
2019년05월20일,1531.06
2019년05월21일,1532.46
2019년05월22일,1533.50
2019년05월23일,1534.24
2019년05월24일,1534.90
2019년05월25일,1535.24
2019년05월26일,1535.43
2019년05월27일,1535.83
2019년05월28일,1536.22
2019년05월29일,1536.97
2019년05월30일,1537.08
2019년05월31일,1536.98
2019년06월01일,1536.66
2019년06월02일,1536.53
2019년06월03일,1536.17
2019년06월04일,1535.22
2019년06월05일,1534.24
2019년06월06일,1533.18
2019년06월07일,1532.57
2019년06월08일,1531.58
2019년06월09일,1531.00
2019년06월10일,1530.06
2019년06월11일,1528.00
2019년06월12일,1525.89
2019년06월13일,1523.36
2019년06월14일,1520.90
2019년06월15일,1518.33
2019년06월16일,1517.30
2019년06월17일,1515.21
2019년06월18일,1512.45
2019년06월19일,1509.96
2019년06월20일,1507.74
2019년06월21일,1505.80
2019년06월22일,1504.13
2019년06월23일,1503.57
2019년06월24일,1502.41
2019년06월25일,1500.87
2019년06월26일,1499.90
2019년06월27일,1499.14
2019년06월28일,1498.68
2019년06월29일,1497.86
2019년06월30일,1497.59
2019년07월01일,1496.52
2019년07월02일,1495.58
2019년07월03일,1494.75
2019년07월04일,1493.81
2019년07월05일,1492.88
2019년07월06일,1492.26
2019년07월07일,1491.97
2019년07월08일,1491.59
2019년07월09일,1491.02
2019년07월10일,1490.56
2019년07월11일,1490.29
2019년07월12일,1490.07
2019년07월13일,1489.97
2019년07월14일,1490.08
2019년07월15일,1490.25
2019년07월16일,1490.43
2019년07월17일,1490.47
2019년07월18일,1490.48
2019년07월19일,1490.49
2019년07월20일,1490.44
2019년07월21일,1490.43
2019년07월22일,1490.51
2019년07월23일,1490.55
2019년07월24일,1490.50
2019년07월25일,1490.75
2019년07월26일,1491.01
2019년07월27일,1491.19
2019년07월28일,1491.37
2019년07월29일,1491.57
2019년07월30일,1492.10
2019년07월31일,1492.40
2019년08월01일,1492.91
2019년08월02일,1493.52
2019년08월03일,1493.70
2019년08월04일,1493.82
2019년08월05일,1493.98
2019년08월06일,1494.13
2019년08월07일,1494.12
2019년08월08일,1494.04
2019년08월09일,1493.77
2019년08월10일,1493.63
2019년08월11일,1493.53
2019년08월12일,1493.54
2019년08월13일,1493.54
2019년08월14일,1493.45
2019년08월15일,1493.42
2019년08월16일,1493.31
2019년08월17일,1493.17
2019년08월18일,1493.16
2019년08월19일,1493.15
2019년08월20일,1493.12
2019년08월21일,1492.94
2019년08월22일,1493.06
2019년08월23일,1493.30
2019년08월24일,1493.32
2019년08월25일,1493.42
2019년08월26일,1493.73
2019년08월27일,1493.94
2019년08월28일,1494.18
2019년08월29일,1494.52
2019년08월30일,1495.13
2019년08월31일,1496.68
2019년09월01일,1509.16
2019년09월02일,1515.30
2019년09월03일,1518.61
2019년09월04일,1520.36
2019년09월05일,1521.11
2019년09월06일,1522.03
2019년09월07일,1522.30
2019년09월08일,1522.62
2019년09월09일,1522.87
2019년09월10일,1523.24
2019년09월11일,1523.90
2019년09월12일,1524.70
2019년09월13일,1525.07
2019년09월14일,1525.13
2019년09월15일,1525.21
2019년09월16일,1526.28
2019년09월17일,1529.08
2019년09월18일,1531.55
2019년09월19일,1533.21
2019년09월20일,1534.79
2019년09월21일,1536.13
2019년09월22일,1536.66
2019년09월23일,1537.63
2019년09월24일,1538.93
2019년09월25일,1540.36
2019년09월26일,1541.37
2019년09월27일,1541.97
2019년09월28일,1542.43
2019년09월29일,1542.69
2019년09월30일,1543.09
2019년10월01일,1543.54
2019년10월02일,1543.49
2019년10월03일,1543.55
2019년10월04일,1543.25
2019년10월05일,1543.00
2019년10월06일,1543.00
2019년10월07일,1542.95
2019년10월08일,1542.75
2019년10월09일,1542.51
2019년10월10일,1542.27
2019년10월11일,1541.98
2019년10월12일,1541.72
2019년10월13일,1541.73
2019년10월14일,1541.60
2019년10월15일,1541.40
2019년10월16일,1541.03
2019년10월17일,1540.69
2019년10월18일,1539.96
2019년10월19일,1539.59
2019년10월20일,1539.51
2019년10월21일,1539.27
2019년10월22일,1538.83
2019년10월23일,1538.44
2019년10월24일,1538.06
2019년10월25일,1537.72
2019년10월26일,1537.45
2019년10월27일,1537.42
2019년10월28일,1537.26
2019년10월29일,1536.99
2019년10월30일,1536.81
2019년10월31일,1536.62
2019년11월01일,1536.09
2019년11월02일,1535.80
2019년11월03일,1535.75
2019년11월04일,1535.60
2019년11월05일,1535.12
2019년11월06일,1534.76
2019년11월07일,1534.42
2019년11월08일,1534.33
2019년11월09일,1534.22
2019년11월10일,1534.23
2019년11월11일,1534.28
2019년11월12일,1534.38
2019년11월13일,1534.43
2019년11월14일,1534.64
2019년11월15일,1534.80
2019년11월16일,1535.02
2019년11월17일,1535.14
2019년11월18일,1535.30
2019년11월19일,1535.36
2019년11월20일,1535.46
2019년11월21일,1535.76
2019년11월22일,1536.04
2019년11월23일,1536.34
2019년11월24일,1536.62
2019년11월25일,1536.84
2019년11월26일,1537.09
2019년11월27일,1537.40
2019년11월28일,1537.75
2019년11월29일,1538.07
2019년11월30일,1538.41
2019년12월01일,1538.90
2019년12월02일,1539.22
2019년12월03일,1539.85
2019년12월04일,1540.18
2019년12월05일,1540.71
2019년12월06일,1541.40
2019년12월07일,1542.28
2019년12월08일,1542.64
2019년12월09일,1543.34
2019년12월10일,1544.07
2019년12월11일,1544.93
2019년12월12일,1545.71
2019년12월13일,1546.42
2019년12월14일,1547.22
2019년12월15일,1547.67
2019년12월16일,1548.42
2019년12월17일,1549.25
2019년12월18일,1549.87
2019년12월19일,1550.57
2019년12월20일,1551.30
2019년12월21일,1552.04
2019년12월22일,1552.58
2019년12월23일,1553.15
2019년12월24일,1554.23
2019년12월25일,1554.82
2019년12월26일,1555.46
2019년12월27일,1556.18
2019년12월28일,1556.80
2019년12월29일,1557.19
2019년12월30일,1557.74
2019년12월31일,1558.44
2020년01월01일,1559.60
2020년01월02일,1560.36
2020년01월03일,1561.05
2020년01월04일,1561.87
2020년01월05일,1562.34
2020년01월06일,1563.32
2020년01월07일,1565.06
2020년01월08일,1566.54
2020년01월09일,1568.19
2020년01월10일,1569.25
2020년01월11일,1570.06
2020년01월12일,1570.36
2020년01월13일,1570.97
2020년01월14일,1571.34
2020년01월15일,1571.46
2020년01월16일,1571.56
2020년01월17일,1571.45
2020년01월18일,1571.27
2020년01월19일,1571.22
2020년01월20일,1571.26
2020년01월21일,1571.17
2020년01월22일,1571.06
2020년01월23일,1571.06
2020년01월24일,1570.99
2020년01월25일,1571.01
2020년01월26일,1570.91
2020년01월27일,1570.53
2020년01월28일,1570.26
2020년01월29일,1569.66
2020년01월30일,1568.76
2020년01월31일,1567.80
2020년02월01일,1566.46
2020년02월02일,1565.92
2020년02월03일,1564.89
2020년02월04일,1563.30
2020년02월05일,1561.93
2020년02월06일,1560.33
2020년02월07일,1558.76
2020년02월08일,1557.50
2020년02월09일,1556.89
2020년02월10일,1555.51
2020년02월11일,1552.66
2020년02월12일,1550.29
2020년02월13일,1547.53
2020년02월14일,1545.01
2020년02월15일,1542.96
2020년02월16일,1541.95
2020년02월17일,1540.38
2020년02월18일,1538.33
2020년02월19일,1536.63
2020년02월20일,1535.17
2020년02월21일,1533.93
2020년02월22일,1533.01
2020년02월23일,1532.62
2020년02월24일,1531.73
2020년02월25일,1530.59
2020년02월26일,1529.45
2020년02월27일,1528.09
2020년02월28일,1526.59
2020년02월29일,1525.03
2020년03월01일,1523.52
2020년03월02일,1521.76
2020년03월03일,1519.50
2020년03월04일,1517.30
2020년03월05일,1515.36
2020년03월06일,1513.55
2020년03월07일,1511.70
2020년03월08일,1510.79
2020년03월09일,1508.65
2020년03월10일,1505.06
2020년03월11일,1499.70
2020년03월12일,1494.89
2020년03월13일,1490.23
2020년03월14일,1486.01
2020년03월15일,1484.04
2020년03월16일,1480.14
2020년03월17일,1473.72
2020년03월18일,1465.40
2020년03월19일,1457.94
2020년03월20일,1450.71
2020년03월21일,1445.02
2020년03월22일,1442.55
2020년03월23일,1437.38
2020년03월24일,1430.25
2020년03월25일,1423.96
2020년03월26일,1418.18
2020년03월27일,1411.92
2020년03월28일,1406.63
2020년03월29일,1403.83
2020년03월30일,1398.93
2020년03월31일,1393.03
2020년04월01일,1384.29
2020년04월02일,1377.90
2020년04월03일,1372.03
2020년04월04일,1367.91
2020년04월05일,1366.27
2020년04월06일,1362.90
2020년04월07일,1357.79
2020년04월08일,1352.04
2020년04월09일,1347.54
2020년04월10일,1343.57
2020년04월11일,1339.93
2020년04월12일,1338.46
2020년04월13일,1335.31
2020년04월14일,1331.10
2020년04월15일,1326.56
2020년04월16일,1322.62
2020년04월17일,1317.95
2020년04월18일,1313.53
2020년04월19일,1311.41
2020년04월20일,1307.26
2020년04월21일,1301.62
2020년04월22일,1296.70
2020년04월23일,1292.03
2020년04월24일,1287.36
2020년04월25일,1283.83
2020년04월26일,1282.05
2020년04월27일,1278.85
2020년04월28일,1274.40
2020년04월29일,1270.26
2020년04월30일,1267.24
2020년05월01일,1264.02
2020년05월02일,1262.63
2020년05월03일,1261.66
2020년05월04일,1259.87
2020년05월05일,1257.33
2020년05월06일,1256.15
2020년05월07일,1253.91
2020년05월08일,1252.46
2020년05월09일,1251.41
2020년05월10일,1251.08
2020년05월11일,1250.10
2020년05월12일,1249.18
2020년05월13일,1248.34
2020년05월14일,1247.95
2020년05월15일,1247.58
2020년05월16일,1247.73
2020년05월17일,1247.91
2020년05월18일,1248.13
2020년05월19일,1248.66
2020년05월20일,1249.29
2020년05월21일,1250.29
2020년05월22일,1251.66
2020년05월23일,1253.38
2020년05월24일,1254.16
2020년05월25일,1255.48
2020년05월26일,1258.57
2020년05월27일,1261.22
2020년05월28일,1263.74
2020년05월29일,1266.16
2020년05월30일,1268.42
2020년05월31일,1269.84
2020년06월01일,1273.49
2020년06월02일,1276.04
2020년06월03일,1279.03
2020년06월04일,1282.23
2020년06월05일,1286.85
2020년06월06일,1292.21
2020년06월07일,1294.67
2020년06월08일,1299.39
2020년06월09일,1306.08
2020년06월10일,1311.63
2020년06월11일,1316.17
2020년06월12일,1319.99
2020년06월13일,1322.91
2020년06월14일,1324.22
2020년06월15일,1327.02
2020년06월16일,1330.09
2020년06월17일,1332.86
2020년06월18일,1335.47
2020년06월19일,1337.95
2020년06월20일,1340.67
2020년06월21일,1341.84
2020년06월22일,1344.18
2020년06월23일,1346.77
2020년06월24일,1348.54
2020년06월25일,1350.05
2020년06월26일,1351.31
2020년06월27일,1352.59
2020년06월28일,1353.19
2020년06월29일,1354.24
2020년06월30일,1355.20
2020년07월01일,1356.73
2020년07월02일,1357.49
2020년07월03일,1358.04
2020년07월04일,1358.36
2020년07월05일,1358.73
2020년07월06일,1359.06
2020년07월07일,1359.49
2020년07월08일,1359.68
2020년07월09일,1359.95
2020년07월10일,1360.16
2020년07월11일,1360.40
2020년07월12일,1360.51
2020년07월13일,1360.72
2020년07월14일,1360.80
2020년07월15일,1360.91
2020년07월16일,1361.03
2020년07월17일,1361.04
2020년07월18일,1361.15
2020년07월19일,1361.22
2020년07월20일,1361.18
2020년07월21일,1361.13
2020년07월22일,1361.07
2020년07월23일,1361.01
2020년07월24일,1361.04
2020년07월25일,1361.04
2020년07월26일,1361.10
2020년07월27일,1361.01
2020년07월28일,1361.04
2020년07월29일,1360.99
2020년07월30일,1360.93
2020년07월31일,1360.83
2020년08월01일,1361.07
2020년08월02일,1361.20
2020년08월03일,1361.31
2020년08월04일,1361.25
2020년08월05일,1361.12
2020년08월06일,1361.07
2020년08월07일,1360.99
2020년08월08일,1361.00
2020년08월09일,1361.03
2020년08월10일,1361.07
2020년08월11일,1361.06
2020년08월12일,1361.04
2020년08월13일,1361.08
2020년08월14일,1361.12
2020년08월15일,1361.18
2020년08월16일,1361.23
2020년08월17일,1361.25
2020년08월18일,1361.24
2020년08월19일,1361.21
2020년08월20일,1361.27
2020년08월21일,1361.25
2020년08월22일,1361.28
2020년08월23일,1361.20
2020년08월24일,1361.19
2020년08월25일,1361.19
2020년08월26일,1361.09
2020년08월27일,1361.02
2020년08월28일,1360.88
2020년08월29일,1360.74
2020년08월30일,1360.78
2020년08월31일,1360.66
2020년09월01일,1360.37
2020년09월02일,1360.30
2020년09월03일,1360.33
2020년09월04일,1360.22
2020년09월05일,1360.18
2020년09월06일,1360.11
2020년09월07일,1359.89
2020년09월08일,1359.35
2020년09월09일,1358.50
2020년09월10일,1357.59
2020년09월11일,1356.76
2020년09월12일,1356.16
2020년09월13일,1355.88
2020년09월14일,1355.34
2020년09월15일,1354.26
2020년09월16일,1352.80
2020년09월17일,1351.53
2020년09월18일,1350.33
2020년09월19일,1349.55
2020년09월20일,1349.23
2020년09월21일,1348.45
2020년09월22일,1347.37
2020년09월23일,1346.26
2020년09월24일,1345.28
2020년09월25일,1344.43
2020년09월26일,1343.87
2020년09월27일,1343.59
2020년09월28일,1343.10
2020년09월29일,1342.21
2020년09월30일,1341.81
2020년10월01일,1341.59
2020년10월02일,1341.24
2020년10월03일,1340.62
2020년10월04일,1340.17
2020년10월05일,1339.39
2020년10월06일,1338.26
2020년10월07일,1337.44
2020년10월08일,1336.68
2020년10월09일,1336.07
2020년10월10일,1335.80
2020년10월11일,1335.61
2020년10월12일,1335.25
2020년10월13일,1334.67
2020년10월14일,1334.08
2020년10월15일,1333.55
2020년10월16일,1332.97
2020년10월17일,1332.52
2020년10월18일,1332.40
2020년10월19일,1332.00
2020년10월20일,1331.42
2020년10월21일,1330.73
2020년10월22일,1330.19
2020년10월23일,1329.67
2020년10월24일,1329.22
2020년10월25일,1329.04
2020년10월26일,1328.62
2020년10월27일,1327.99
2020년10월28일,1327.40
2020년10월29일,1326.72
2020년10월30일,1325.75
2020년10월31일,1325.11
2020년11월01일,1324.32
2020년11월02일,1323.37
2020년11월03일,1322.14
2020년11월04일,1321.08
2020년11월05일,1320.29
2020년11월06일,1319.71
2020년11월07일,1319.26
2020년11월08일,1319.10
2020년11월09일,1318.67
2020년11월10일,1318.14
2020년11월11일,1317.87
2020년11월12일,1317.69
2020년11월13일,1317.62
2020년11월14일,1317.55
2020년11월15일,1317.55
2020년11월16일,1317.49
2020년11월17일,1317.44
2020년11월18일,1317.11
2020년11월19일,1317.35
2020년11월20일,1317.62
2020년11월21일,1317.88
2020년11월22일,1317.96
2020년11월23일,1318.08
2020년11월24일,1318.35
2020년11월25일,1319.01
2020년11월26일,1320.47
2020년11월27일,1322.21
2020년11월28일,1323.49
2020년11월29일,1324.04
2020년11월30일,1324.99
2020년12월01일,1327.25
2020년12월02일,1328.51
2020년12월03일,1329.96
2020년12월04일,1331.81
2020년12월05일,1333.91
2020년12월06일,1335.02
2020년12월07일,1336.80
2020년12월08일,1339.30
2020년12월09일,1341.26
2020년12월10일,1343.28
2020년12월11일,1346.54
2020년12월12일,1349.88
2020년12월13일,1351.60
2020년12월14일,1354.08
2020년12월15일,1357.25
2020년12월16일,1360.73
2020년12월17일,1364.87
2020년12월18일,1370.74
2020년12월19일,1376.91
2020년12월20일,1380.09
2020년12월21일,1384.58
2020년12월22일,1389.87
2020년12월23일,1394.09
2020년12월24일,1398.43
2020년12월25일,1402.70
2020년12월26일,1405.23
2020년12월27일,1406.84
2020년12월28일,1409.68
2020년12월29일,1413.82
2020년12월30일,1417.11
2020년12월31일,1419.70
2021년01월01일,1424.00
2021년01월02일,1425.64
2021년01월03일,1426.62
2021년01월04일,1428.43
2021년01월05일,1430.42
2021년01월06일,1431.84
2021년01월07일,1433.41
2021년01월08일,1434.78
2021년01월09일,1436.05
2021년01월10일,1436.73
2021년01월11일,1437.89
2021년01월12일,1439.25
2021년01월13일,1440.44
2021년01월14일,1441.94
2021년01월15일,1443.47
2021년01월16일,1444.83
2021년01월17일,1445.38
2021년01월18일,1446.25
2021년01월19일,1447.27
2021년01월20일,1448.04
2021년01월21일,1448.83
2021년01월22일,1449.36
2021년01월23일,1449.76
2021년01월24일,1449.89
2021년01월25일,1450.32
2021년01월26일,1450.49
2021년01월27일,1450.73
2021년01월28일,1450.89
2021년01월29일,1451.30
2021년01월30일,1451.43
2021년01월31일,1451.48
2021년02월01일,1451.94
2021년02월02일,1451.99
2021년02월03일,1452.13
2021년02월04일,1452.42
2021년02월05일,1452.85
2021년02월06일,1453.46
2021년02월07일,1453.65
2021년02월08일,1454.26
2021년02월09일,1455.63
2021년02월10일,1457.21
2021년02월11일,1458.76
2021년02월12일,1459.28
2021년02월13일,1459.61
2021년02월14일,1459.89
2021년02월15일,1461.06
2021년02월16일,1463.32
2021년02월17일,1464.89
2021년02월18일,1466.59
2021년02월19일,1468.46
2021년02월20일,1469.88
2021년02월21일,1470.60
2021년02월22일,1471.83
2021년02월23일,1473.21
2021년02월24일,1474.79
2021년02월25일,1476.11
2021년02월26일,1477.54
2021년02월27일,1479.10
2021년02월28일,1479.89
2021년03월01일,1481.76
2021년03월02일,1483.10
2021년03월03일,1484.45
2021년03월04일,1485.71
2021년03월05일,1487.79
2021년03월06일,1490.69
2021년03월07일,1492.40
2021년03월08일,1495.18
2021년03월09일,1498.95
2021년03월10일,1501.95
2021년03월11일,1504.22
2021년03월12일,1506.70
2021년03월13일,1509.97
2021년03월14일,1511.68
2021년03월15일,1514.35
2021년03월16일,1517.64
2021년03월17일,1520.36
2021년03월18일,1522.81
2021년03월19일,1524.98
2021년03월20일,1526.53
2021년03월21일,1527.40
2021년03월22일,1528.75
2021년03월23일,1530.34
2021년03월24일,1531.33
2021년03월25일,1531.90
2021년03월26일,1532.48
2021년03월27일,1532.94
2021년03월28일,1533.22
2021년03월29일,1533.50
2021년03월30일,1534.04
2021년03월31일,1534.27
2021년04월01일,1534.52
2021년04월02일,1534.68
2021년04월03일,1534.84
2021년04월04일,1534.93
2021년04월05일,1535.02
2021년04월06일,1535.07
2021년04월07일,1535.05
2021년04월08일,1535.04
2021년04월09일,1534.99
2021년04월10일,1534.90
